PRICEEACH,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,YEAR,MONTH,WEEKDAY,IS_HOLIDAY,QUANTITYORDERED
69.12,Vintage Cars,136.0,Norway,Small,2004.0,11.0,4.0,False,24.0
100.0,Vintage Cars,136.0,France,Medium,2004.0,11.0,5.0,False,48.0
100.0,Vintage Cars,136.0,Spain,Medium,2004.0,12.0,3.0,False,44.0
100.0,Vintage Cars,136.0,Japan,Medium,2005.0,1.0,2.0,False,28.0
61.52,Vintage Cars,136.0,Spain,Small,2005.0,2.0,1.0,False,24.0
100.0,Vintage Cars,136.0,USA,Medium,2005.0,3.0,2.0,False,33.0
100.0,Vintage Cars,136.0,USA,Medium,2005.0,5.0,4.0,False,41.0
100.0,Classic Cars,169.0,Spain,Medium,2003.0,1.0,4.0,False,23.0
100.0,Classic Cars,169.0,USA,Large,2003.0,3.0,0.0,False,46.0
100.0,Classic Cars,169.0,France,Large,2003.0,4.0,1.0,False,48.0
100.0,Classic Cars,169.0,France,Medium,2003.0,5.0,3.0,True,25.0
100.0,Classic Cars,169.0,USA,Medium,2003.0,6.0,1.0,False,22.0
100.0,Classic Cars,169.0,France,Large,2003.0,7.0,4.0,False,41.0
100.0,Classic Cars,169.0,Finland,Medium,2003.0,8.0,4.0,False,34.0
100.0,Classic Cars,169.0,Australia,Medium,2003.0,9.0,3.0,False,32.0
100.0,Classic Cars,169.0,Finland,Medium,2003.0,9.0,6.0,False,21.0
100.0,Classic Cars,169.0,USA,Medium,2003.0,10.0,5.0,False,20.0
100.0,Classic Cars,169.0,Singapore,Large,2003.0,10.0,2.0,False,47.0
100.0,Classic Cars,169.0,Canada,Medium,2003.0,11.0,2.0,False,39.0
100.0,Classic Cars,169.0,UK,Medium,2003.0,11.0,3.0,False,29.0
100.0,Classic Cars,169.0,Norway,Medium,2003.0,11.0,2.0,False,45.0
100.0,Classic Cars,169.0,Spain,Medium,2003.0,11.0,4.0,False,28.0
100.0,Classic Cars,169.0,USA,Medium,2003.0,11.0,3.0,False,26.0
100.0,Classic Cars,169.0,USA,Large,2003.0,11.0,1.0,False,50.0
100.0,Classic Cars,169.0,Spain,Large,2003.0,12.0,1.0,False,48.0
100.0,Classic Cars,169.0,USA,Medium,2003.0,12.0,1.0,False,25.0
100.0,Classic Cars,169.0,Spain,Medium,2004.0,1.0,4.0,False,40.0
100.0,Classic Cars,169.0,Switzerland,Medium,2004.0,2.0,6.0,False,43.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,3.0,3.0,False,22.0
100.0,Classic Cars,169.0,Finland,Large,2004.0,4.0,0.0,True,47.0
100.0,Classic Cars,169.0,Spain,Large,2004.0,5.0,2.0,False,36.0
100.0,Classic Cars,169.0,UK,Medium,2004.0,6.0,1.0,False,40.0
100.0,Classic Cars,169.0,Singapore,Medium,2004.0,6.0,1.0,False,27.0
100.0,Classic Cars,169.0,Italy,Medium,2004.0,7.0,1.0,False,29.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,7.0,1.0,False,20.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,8.0,4.0,False,42.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,8.0,3.0,False,25.0
100.0,Classic Cars,169.0,Switzerland,Medium,2004.0,8.0,0.0,False,36.0
100.0,Classic Cars,169.0,USA,Small,2004.0,9.0,2.0,False,21.0
100.0,Classic Cars,169.0,Norway,Medium,2003.0,10.0,6.0,False,23.0
100.0,Classic Cars,169.0,USA,Large,2004.0,10.0,2.0,False,37.0
100.0,Classic Cars,169.0,Germany,Large,2004.0,10.0,5.0,False,48.0
100.0,Classic Cars,169.0,Canada,Medium,2004.0,10.0,4.0,False,25.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,11.0,3.0,False,33.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,11.0,4.0,False,27.0
100.0,Classic Cars,169.0,USA,Medium,2004.0,11.0,2.0,False,27.0
100.0,Classic Cars,169.0,Sweden,Small,2004.0,11.0,4.0,False,20.0
100.0,Classic Cars,169.0,Australia,Medium,2004.0,11.0,2.0,False,30.0
100.0,Classic Cars,169.0,USA,Large,2004.0,12.0,2.0,False,48.0
93.49,Classic Cars,169.0,Spain,Small,2004.0,12.0,4.0,False,32.0
100.0,Classic Cars,169.0,Belgium,Medium,2005.0,1.0,0.0,False,34.0
56.85,Classic Cars,169.0,Australia,Small,2005.0,1.0,3.0,False,27.0
100.0,Classic Cars,169.0,Finland,Large,2005.0,2.0,2.0,False,39.0
100.0,Classic Cars,169.0,Spain,Medium,2005.0,2.0,1.0,False,47.0
100.0,Classic Cars,169.0,Spain,Medium,2005.0,3.0,1.0,False,22.0
100.0,Classic Cars,169.0,France,Large,2005.0,4.0,3.0,False,55.0
100.0,Classic Cars,169.0,Spain,Large,2005.0,5.0,1.0,False,60.0
100.0,Classic Cars,169.0,Austria,Medium,2005.0,5.0,1.0,False,35.0
100.0,Classic Cars,169.0,France,Medium,2005.0,5.0,1.0,False,28.0
100.0,Trains,100.0,Denmark,Medium,2003.0,2.0,1.0,False,38.0
95.8,Trains,100.0,Singapore,Small,2003.0,4.0,2.0,False,21.0
100.0,Trains,100.0,Spain,Medium,2003.0,6.0,4.0,False,41.0
97.81,Trains,100.0,USA,Small,2003.0,8.0,4.0,False,22.0
88.74,Trains,100.0,Spain,Small,2003.0,9.0,6.0,False,29.0
100.0,Trains,100.0,Singapore,Medium,2003.0,10.0,2.0,False,50.0
100.0,Trains,100.0,Spain,Medium,2003.0,11.0,4.0,False,29.0
80.67,Trains,100.0,USA,Medium,2003.0,11.0,4.0,False,49.0
100.0,Trains,100.0,USA,Medium,2003.0,11.0,2.0,False,35.0
100.0,Trains,100.0,France,Medium,2004.0,1.0,4.0,False,48.0
80.67,Trains,100.0,Belgium,Small,2004.0,2.0,2.0,False,23.0
95.8,Trains,100.0,UK,Medium,2004.0,3.0,5.0,False,48.0
100.0,Trains,100.0,USA,Medium,2004.0,5.0,4.0,False,42.0
100.0,Trains,100.0,Belgium,Medium,2004.0,7.0,2.0,True,47.0
100.0,Trains,100.0,USA,Medium,2004.0,8.0,4.0,False,36.0
100.0,Trains,100.0,Italy,Small,2004.0,9.0,3.0,False,22.0
91.76,Trains,100.0,UK,Medium,2004.0,10.0,3.0,False,40.0
100.0,Trains,100.0,Denmark,Small,2004.0,10.0,4.0,False,23.0
100.0,Trains,100.0,Sweden,Medium,2004.0,11.0,1.0,False,32.0
100.0,Trains,100.0,France,Small,2004.0,11.0,5.0,False,21.0
93.04,Trains,100.0,Spain,Medium,2004.0,12.0,3.0,False,41.0
84.71,Trains,100.0,Japan,Small,2005.0,1.0,2.0,False,25.0
100.0,Trains,100.0,Spain,Medium,2005.0,2.0,1.0,False,26.0
89.75,Trains,100.0,USA,Small,2005.0,3.0,2.0,False,24.0
100.0,Trains,100.0,USA,Medium,2005.0,5.0,4.0,False,48.0
68.35,Classic Cars,80.0,Philippines,Small,2003.0,3.0,0.0,False,26.0
73.17,Classic Cars,80.0,France,Small,2003.0,5.0,3.0,True,21.0
78.0,Classic Cars,80.0,USA,Medium,2003.0,7.0,2.0,False,45.0
86.04,Classic Cars,80.0,USA,Medium,2003.0,9.0,4.0,False,36.0
81.21,Classic Cars,80.0,USA,Small,2003.0,10.0,4.0,False,21.0
70.76,Classic Cars,80.0,Australia,Small,2003.0,11.0,1.0,False,32.0
82.82,Classic Cars,80.0,Norway,Small,2003.0,11.0,2.0,False,30.0
94.88,Classic Cars,80.0,Germany,Medium,2003.0,11.0,3.0,False,36.0
86.04,Classic Cars,80.0,Spain,Small,2003.0,12.0,1.0,False,33.0
78.0,Classic Cars,80.0,France,Small,2004.0,1.0,3.0,False,35.0
95.69,Classic Cars,80.0,Switzerland,Medium,2004.0,2.0,6.0,False,37.0
73.17,Classic Cars,80.0,Denmark,Small,2004.0,4.0,4.0,False,41.0
76.39,Classic Cars,80.0,France,Small,2004.0,5.0,2.0,False,20.0
86.84,Classic Cars,80.0,Australia,Medium,2004.0,7.0,4.0,False,45.0
69.96,Classic Cars,80.0,USA,Small,2004.0,8.0,0.0,False,38.0
70.76,Classic Cars,80.0,Switzerland,Medium,2004.0,8.0,0.0,False,43.0
78.8,Classic Cars,80.0,Germany,Medium,2003.0,10.0,5.0,False,49.0
80.41,Classic Cars,80.0,Germany,Small,2004.0,10.0,5.0,False,27.0
73.98,Classic Cars,80.0,USA,Medium,2004.0,11.0,2.0,False,46.0
59.1,Classic Cars,80.0,USA,Small,2004.0,11.0,0.0,False,38.0
66.74,Classic Cars,80.0,Australia,Small,2004.0,11.0,2.0,False,25.0
60.3,Classic Cars,80.0,Finland,Small,2005.0,1.0,3.0,False,46.0
100.0,Classic Cars,80.0,Spain,Small,2005.0,2.0,3.0,False,22.0
100.0,Classic Cars,80.0,USA,Medium,2005.0,3.0,4.0,False,40.0
100.0,Vintage Cars,99.0,Norway,Medium,2003.0,1.0,2.0,False,46.0
100.0,Vintage Cars,99.0,USA,Medium,2003.0,3.0,1.0,False,39.0
82.34,Vintage Cars,99.0,Spain,Medium,2003.0,5.0,2.0,False,38.0
100.0,Vintage Cars,99.0,Australia,Medium,2003.0,7.0,2.0,False,30.0
94.25,Vintage Cars,99.0,USA,Medium,2003.0,9.0,4.0,False,42.0
100.0,Vintage Cars,99.0,USA,Medium,2003.0,10.0,0.0,False,43.0
95.24,Vintage Cars,99.0,Italy,Small,2003.0,11.0,2.0,False,29.0
86.31,Vintage Cars,99.0,USA,Small,2003.0,11.0,2.0,False,33.0
79.37,Vintage Cars,99.0,Australia,Small,2003.0,11.0,4.0,False,32.0
87.3,Vintage Cars,99.0,Canada,Small,2003.0,12.0,4.0,False,28.0
100.0,Vintage Cars,99.0,USA,Medium,2004.0,1.0,3.0,False,41.0
100.0,Vintage Cars,99.0,France,Medium,2004.0,3.0,1.0,False,33.0
84.33,Vintage Cars,99.0,Spain,Medium,2004.0,4.0,3.0,False,36.0
89.29,Vintage Cars,99.0,USA,Small,2004.0,6.0,0.0,False,26.0
100.0,Vintage Cars,99.0,Italy,Medium,2004.0,8.0,1.0,False,34.0
96.23,Vintage Cars,99.0,USA,Small,2004.0,9.0,1.0,False,26.0
100.0,Vintage Cars,99.0,France,Medium,2004.0,10.0,0.0,False,38.0
100.0,Vintage Cars,99.0,USA,Medium,2004.0,10.0,3.0,False,33.0
91.27,Vintage Cars,99.0,Germany,Medium,2004.0,11.0,4.0,False,33.0
100.0,Vintage Cars,99.0,USA,Large,2004.0,11.0,3.0,False,46.0
100.0,Vintage Cars,99.0,Australia,Small,2004.0,11.0,0.0,False,26.0
100.0,Vintage Cars,99.0,USA,Small,2004.0,12.0,4.0,False,25.0
73.08,Vintage Cars,99.0,USA,Medium,2005.0,1.0,3.0,False,45.0
100.0,Vintage Cars,99.0,USA,Large,2005.0,2.0,3.0,False,50.0
100.0,Vintage Cars,99.0,Austria,Medium,2005.0,3.0,3.0,False,36.0
89.29,Vintage Cars,99.0,Belgium,Small,2005.0,5.0,0.0,False,21.0
100.0,Classic Cars,146.0,Philippines,Medium,2003.0,3.0,0.0,False,29.0
100.0,Classic Cars,146.0,France,Small,2003.0,5.0,3.0,True,21.0
100.0,Classic Cars,146.0,USA,Medium,2003.0,7.0,2.0,False,42.0
100.0,Classic Cars,146.0,USA,Medium,2003.0,9.0,4.0,False,37.0
100.0,Classic Cars,146.0,USA,Medium,2003.0,10.0,4.0,False,25.0
100.0,Classic Cars,146.0,Australia,Medium,2003.0,11.0,1.0,False,36.0
100.0,Classic Cars,146.0,Norway,Medium,2003.0,11.0,2.0,False,22.0
100.0,Classic Cars,146.0,Germany,Medium,2003.0,11.0,3.0,False,23.0
100.0,Classic Cars,146.0,Spain,Medium,2003.0,12.0,1.0,False,32.0
100.0,Classic Cars,146.0,France,Medium,2004.0,1.0,3.0,False,28.0
100.0,Classic Cars,146.0,Switzerland,Medium,2004.0,2.0,6.0,False,27.0
100.0,Classic Cars,146.0,Denmark,Medium,2004.0,4.0,4.0,False,49.0
100.0,Classic Cars,146.0,France,Medium,2004.0,5.0,2.0,False,41.0
100.0,Classic Cars,146.0,Australia,Large,2004.0,7.0,4.0,False,49.0
100.0,Classic Cars,146.0,USA,Medium,2004.0,8.0,0.0,False,30.0
100.0,Classic Cars,146.0,Switzerland,Medium,2004.0,8.0,0.0,False,40.0
100.0,Classic Cars,146.0,Germany,Medium,2003.0,10.0,5.0,False,23.0
100.0,Classic Cars,146.0,Germany,Medium,2004.0,10.0,5.0,False,49.0
100.0,Classic Cars,146.0,Sweden,Medium,2004.0,11.0,2.0,False,25.0
100.0,Classic Cars,146.0,Philippines,Medium,2004.0,11.0,1.0,False,37.0
100.0,Classic Cars,146.0,Australia,Medium,2004.0,11.0,2.0,False,55.0
100.0,Classic Cars,146.0,Spain,Medium,2004.0,12.0,1.0,False,23.0
100.0,Classic Cars,146.0,Finland,Medium,2005.0,1.0,3.0,False,24.0
96.49,Classic Cars,146.0,Spain,Medium,2005.0,2.0,3.0,False,43.0
100.0,Classic Cars,146.0,USA,Large,2005.0,3.0,4.0,False,50.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,3.0,0.0,False,47.0
100.0,Classic Cars,141.0,France,Medium,2003.0,5.0,1.0,False,34.0
100.0,Classic Cars,141.0,France,Medium,2003.0,7.0,3.0,False,31.0
100.0,Classic Cars,141.0,Australia,Medium,2003.0,9.0,3.0,False,28.0
100.0,Classic Cars,141.0,Denmark,Medium,2003.0,10.0,4.0,False,36.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,11.0,2.0,False,48.0
100.0,Classic Cars,141.0,Norway,Medium,2003.0,11.0,2.0,False,39.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,11.0,3.0,False,45.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,12.0,1.0,False,35.0
100.0,Classic Cars,141.0,Spain,Medium,2004.0,1.0,4.0,False,45.0
100.0,Classic Cars,141.0,USA,Large,2004.0,2.0,3.0,False,46.0
100.0,Classic Cars,141.0,Japan,Medium,2004.0,4.0,1.0,False,37.0
100.0,Classic Cars,141.0,UK,Medium,2004.0,6.0,1.0,False,31.0
100.0,Classic Cars,141.0,Italy,Medium,2004.0,7.0,1.0,False,33.0
100.0,Classic Cars,141.0,USA,Medium,2004.0,8.0,4.0,False,31.0
100.0,Classic Cars,141.0,Switzerland,Medium,2004.0,8.0,0.0,False,27.0
100.0,Classic Cars,141.0,Norway,Medium,2003.0,10.0,6.0,False,39.0
100.0,Classic Cars,141.0,Spain,Medium,2004.0,10.0,5.0,False,32.0
100.0,Classic Cars,141.0,USA,Medium,2004.0,11.0,3.0,False,28.0
67.91,Classic Cars,141.0,USA,Small,2004.0,11.0,2.0,False,26.0
84.88,Classic Cars,141.0,France,Medium,2004.0,11.0,2.0,False,44.0
100.0,Classic Cars,141.0,USA,Medium,2005.0,1.0,2.0,False,46.0
70.83,Classic Cars,141.0,Spain,Small,2005.0,2.0,3.0,False,32.0
100.0,Classic Cars,141.0,Denmark,Large,2005.0,4.0,4.0,False,65.0
100.0,Classic Cars,141.0,Austria,Medium,2005.0,5.0,1.0,False,43.0
67.77,Motorcycles,62.0,Philippines,Small,2003.0,3.0,0.0,False,43.0
49.74,Motorcycles,62.0,France,Small,2003.0,5.0,3.0,True,35.0
50.36,Motorcycles,62.0,USA,Small,2003.0,7.0,2.0,False,45.0
67.14,Motorcycles,62.0,USA,Medium,2003.0,9.0,2.0,False,47.0
64.66,Motorcycles,62.0,USA,Small,2003.0,10.0,4.0,False,21.0
68.39,Motorcycles,62.0,Australia,Small,2003.0,11.0,1.0,False,38.0
50.36,Motorcycles,62.0,France,Small,2003.0,11.0,1.0,True,21.0
72.74,Motorcycles,62.0,Germany,Medium,2003.0,11.0,3.0,False,43.0
54.09,Motorcycles,62.0,France,Small,2004.0,1.0,3.0,False,46.0
58.44,Motorcycles,62.0,France,Small,2004.0,2.0,5.0,False,38.0
52.22,Motorcycles,62.0,USA,Small,2004.0,4.0,0.0,False,26.0
52.84,Motorcycles,62.0,France,Small,2004.0,5.0,2.0,False,31.0
54.71,Motorcycles,62.0,USA,Small,2004.0,6.0,2.0,False,48.0
50.36,Motorcycles,62.0,USA,Small,2004.0,8.0,0.0,False,33.0
57.2,Motorcycles,62.0,France,Small,2004.0,8.0,5.0,False,38.0
55.95,Motorcycles,62.0,Finland,Small,2004.0,9.0,3.0,False,39.0
67.14,Motorcycles,62.0,Germany,Small,2004.0,10.0,5.0,False,42.0
59.06,Motorcycles,62.0,USA,Small,2004.0,11.0,2.0,False,44.0
69.63,Motorcycles,62.0,Philippines,Small,2004.0,11.0,1.0,False,29.0
55.95,Motorcycles,62.0,Australia,Small,2004.0,11.0,2.0,False,26.0
53.47,Motorcycles,62.0,Spain,Small,2004.0,12.0,1.0,False,31.0
89.12,Motorcycles,62.0,Finland,Small,2005.0,1.0,3.0,False,32.0
100.0,Motorcycles,62.0,Spain,Medium,2005.0,2.0,3.0,False,28.0
100.0,Motorcycles,62.0,USA,Medium,2005.0,3.0,4.0,False,36.0
52.22,Motorcycles,62.0,UK,Small,2005.0,4.0,4.0,False,36.0
100.0,Vintage Cars,105.0,Italy,Medium,2003.0,2.0,0.0,False,41.0
99.52,Vintage Cars,105.0,Austria,Small,2003.0,4.0,0.0,False,27.0
100.0,Vintage Cars,105.0,USA,Medium,2003.0,6.0,0.0,False,33.0
100.0,Vintage Cars,105.0,USA,Medium,2003.0,8.0,6.0,False,34.0
100.0,Vintage Cars,105.0,Finland,Medium,2003.0,10.0,0.0,False,29.0
100.0,Vintage Cars,105.0,Sweden,Medium,2003.0,10.0,3.0,False,34.0
100.0,Vintage Cars,105.0,France,Medium,2003.0,11.0,5.0,False,48.0
100.0,Vintage Cars,105.0,UK,Medium,2003.0,11.0,4.0,False,46.0
100.0,Vintage Cars,105.0,Spain,Small,2003.0,11.0,2.0,False,22.0
100.0,Vintage Cars,105.0,USA,Small,2004.0,1.0,4.0,False,20.0
85.75,Vintage Cars,105.0,USA,Medium,2004.0,2.0,3.0,False,45.0
100.0,Vintage Cars,105.0,USA,Medium,2004.0,5.0,5.0,False,46.0
100.0,Vintage Cars,105.0,Spain,Medium,2004.0,6.0,3.0,False,34.0
85.75,Vintage Cars,105.0,Belgium,Medium,2004.0,7.0,2.0,True,50.0
100.0,Vintage Cars,105.0,Canada,Medium,2004.0,8.0,4.0,False,46.0
84.7,Vintage Cars,105.0,Germany,Small,2004.0,9.0,2.0,False,22.0
86.81,Vintage Cars,105.0,USA,Medium,2004.0,10.0,3.0,False,48.0
86.81,Vintage Cars,105.0,UK,Medium,2004.0,11.0,0.0,False,47.0
100.0,Vintage Cars,105.0,Italy,Medium,2004.0,11.0,4.0,False,34.0
100.0,Vintage Cars,105.0,Belgium,Medium,2004.0,11.0,0.0,False,45.0
100.0,Vintage Cars,105.0,UK,Medium,2004.0,12.0,4.0,False,20.0
60.49,Vintage Cars,105.0,Finland,Medium,2005.0,1.0,0.0,False,50.0
57.55,Vintage Cars,105.0,Spain,Small,2005.0,3.0,1.0,False,22.0
100.0,Vintage Cars,105.0,France,Medium,2005.0,3.0,2.0,False,45.0
100.0,Vintage Cars,105.0,USA,Large,2005.0,4.0,4.0,False,58.0
100.0,Vintage Cars,105.0,Australia,Medium,2005.0,5.0,0.0,False,51.0
100.0,Classic Cars,143.0,Spain,Medium,2003.0,1.0,4.0,False,38.0
100.0,Classic Cars,143.0,Singapore,Small,2003.0,4.0,2.0,False,22.0
100.0,Classic Cars,143.0,USA,Medium,2003.0,6.0,1.0,False,25.0
100.0,Classic Cars,143.0,USA,Medium,2003.0,8.0,4.0,False,24.0
100.0,Classic Cars,143.0,Australia,Medium,2003.0,9.0,3.0,False,35.0
100.0,Classic Cars,143.0,Singapore,Medium,2003.0,10.0,2.0,False,28.0
100.0,Classic Cars,143.0,Italy,Medium,2003.0,11.0,3.0,False,36.0
100.0,Classic Cars,143.0,USA,Medium,2003.0,11.0,4.0,False,39.0
100.0,Classic Cars,143.0,USA,Medium,2003.0,11.0,2.0,False,27.0
100.0,Classic Cars,143.0,USA,Medium,2003.0,12.0,1.0,False,40.0
100.0,Classic Cars,143.0,Ireland,Large,2004.0,2.0,3.0,False,50.0
100.0,Classic Cars,143.0,Germany,Large,2004.0,3.0,0.0,False,42.0
100.0,Classic Cars,143.0,Finland,Medium,2004.0,5.0,2.0,False,48.0
100.0,Classic Cars,143.0,USA,Medium,2004.0,7.0,1.0,False,25.0
100.0,Classic Cars,143.0,USA,Medium,2004.0,8.0,4.0,False,31.0
100.0,Classic Cars,143.0,USA,Large,2004.0,9.0,2.0,False,44.0
100.0,Classic Cars,143.0,UK,Medium,2004.0,10.0,3.0,False,23.0
100.0,Classic Cars,143.0,Denmark,Medium,2004.0,10.0,4.0,False,29.0
100.0,Classic Cars,143.0,USA,Medium,2004.0,11.0,4.0,False,49.0
100.0,Classic Cars,143.0,USA,Medium,2004.0,11.0,6.0,False,36.0
100.0,Classic Cars,143.0,USA,Medium,2004.0,12.0,2.0,False,34.0
100.0,Classic Cars,143.0,Spain,Small,2004.0,12.0,4.0,False,25.0
100.0,Classic Cars,143.0,Japan,Large,2005.0,1.0,2.0,False,48.0
100.0,Classic Cars,143.0,Spain,Medium,2005.0,2.0,1.0,False,38.0
100.0,Classic Cars,143.0,Spain,Medium,2005.0,3.0,1.0,False,37.0
100.0,Classic Cars,143.0,USA,Medium,2005.0,5.0,3.0,False,49.0
86.51,Vintage Cars,92.0,USA,Small,2003.0,1.0,0.0,False,22.0
89.27,Vintage Cars,92.0,UK,Small,2003.0,3.0,1.0,False,28.0
85.59,Vintage Cars,92.0,USA,Medium,2003.0,5.0,2.0,False,36.0
100.0,Vintage Cars,92.0,Australia,Medium,2003.0,9.0,3.0,False,34.0
100.0,Vintage Cars,92.0,USA,Medium,2003.0,10.0,5.0,False,39.0
75.46,Vintage Cars,92.0,Italy,Small,2003.0,11.0,2.0,False,21.0
100.0,Vintage Cars,92.0,USA,Medium,2003.0,11.0,2.0,False,36.0
97.55,Vintage Cars,92.0,Australia,Small,2003.0,11.0,4.0,False,24.0
85.59,Vintage Cars,92.0,USA,Small,2003.0,12.0,1.0,False,29.0
94.79,Vintage Cars,92.0,UK,Medium,2004.0,1.0,3.0,False,38.0
100.0,Vintage Cars,92.0,France,Medium,2004.0,3.0,1.0,False,34.0
90.19,Vintage Cars,92.0,France,Medium,2004.0,4.0,1.0,False,42.0
100.0,Vintage Cars,92.0,Italy,Medium,2004.0,8.0,1.0,False,35.0
80.99,Vintage Cars,92.0,Singapore,Small,2004.0,9.0,2.0,False,35.0
89.27,Vintage Cars,92.0,UK,Medium,2003.0,10.0,0.0,False,38.0
81.91,Vintage Cars,92.0,Spain,Medium,2004.0,10.0,5.0,False,41.0
100.0,Vintage Cars,92.0,UK,Large,2004.0,11.0,2.0,False,50.0
100.0,Vintage Cars,92.0,France,Small,2004.0,11.0,3.0,False,21.0
62.72,Vintage Cars,92.0,USA,Small,2005.0,1.0,2.0,False,43.0
100.0,Vintage Cars,92.0,Spain,Medium,2005.0,2.0,2.0,False,32.0
90.19,Vintage Cars,92.0,USA,Small,2005.0,4.0,4.0,False,6.0
92.95,Vintage Cars,92.0,Australia,Medium,2005.0,5.0,6.0,False,66.0
82.5,Vintage Cars,87.0,Denmark,Medium,2003.0,2.0,1.0,False,41.0
97.42,Vintage Cars,87.0,Singapore,Small,2003.0,4.0,2.0,False,23.0
92.16,Vintage Cars,87.0,Spain,Medium,2003.0,6.0,4.0,False,43.0
70.22,Vintage Cars,87.0,USA,Small,2003.0,8.0,4.0,False,24.0
83.38,Vintage Cars,87.0,Spain,Small,2003.0,9.0,6.0,False,22.0
73.73,Vintage Cars,87.0,USA,Small,2003.0,10.0,1.0,False,26.0
74.6,Vintage Cars,87.0,Spain,Small,2003.0,11.0,4.0,False,35.0
77.24,Vintage Cars,87.0,USA,Medium,2003.0,11.0,4.0,False,47.0
100.0,Vintage Cars,87.0,Spain,Medium,2003.0,11.0,2.0,False,50.0
87.77,Vintage Cars,87.0,France,Medium,2004.0,1.0,4.0,False,45.0
89.53,Vintage Cars,87.0,Belgium,Medium,2004.0,2.0,2.0,False,39.0
89.53,Vintage Cars,87.0,UK,Small,2004.0,3.0,5.0,False,23.0
75.48,Vintage Cars,87.0,USA,Medium,2004.0,5.0,4.0,False,42.0
89.53,Vintage Cars,87.0,Canada,Small,2004.0,6.0,3.0,False,20.0
71.09,Vintage Cars,87.0,Belgium,Small,2004.0,7.0,2.0,True,33.0
100.0,Vintage Cars,87.0,Canada,Medium,2004.0,8.0,4.0,False,34.0
100.0,Vintage Cars,87.0,Italy,Medium,2004.0,9.0,3.0,False,49.0
90.4,Vintage Cars,87.0,UK,Medium,2004.0,10.0,3.0,False,39.0
100.0,Vintage Cars,87.0,France,Medium,2004.0,10.0,4.0,False,36.0
86.01,Vintage Cars,87.0,Sweden,Medium,2004.0,11.0,1.0,False,50.0
100.0,Vintage Cars,87.0,USA,Medium,2004.0,11.0,6.0,False,29.0
100.0,Vintage Cars,87.0,Spain,Medium,2004.0,12.0,3.0,False,30.0
86.89,Vintage Cars,87.0,Japan,Medium,2005.0,1.0,2.0,False,41.0
58.58,Vintage Cars,87.0,Spain,Small,2005.0,2.0,1.0,False,28.0
100.0,Vintage Cars,87.0,USA,Medium,2005.0,3.0,2.0,False,45.0
75.48,Vintage Cars,87.0,USA,Small,2005.0,5.0,4.0,False,16.0
100.0,Trucks and Buses,121.0,Norway,Medium,2003.0,1.0,2.0,False,36.0
100.0,Trucks and Buses,121.0,France,Medium,2003.0,4.0,1.0,False,41.0
100.0,Trucks and Buses,121.0,Spain,Large,2003.0,5.0,2.0,False,50.0
100.0,Trucks and Buses,121.0,USA,Medium,2003.0,7.0,3.0,False,40.0
100.0,Trucks and Buses,121.0,Singapore,Medium,2003.0,9.0,4.0,False,49.0
100.0,Trucks and Buses,121.0,Austria,Medium,2003.0,10.0,1.0,False,45.0
100.0,Trucks and Buses,121.0,UK,Medium,2003.0,11.0,3.0,False,47.0
100.0,Trucks and Buses,121.0,USA,Small,2003.0,11.0,3.0,False,21.0
100.0,Trucks and Buses,121.0,France,Medium,2003.0,11.0,1.0,False,32.0
100.0,Trucks and Buses,121.0,USA,Medium,2003.0,12.0,1.0,False,47.0
100.0,Trucks and Buses,121.0,Singapore,Medium,2004.0,2.0,2.0,False,38.0
100.0,Trucks and Buses,121.0,USA,Medium,2004.0,3.0,3.0,False,41.0
100.0,Trucks and Buses,121.0,USA,Small,2004.0,5.0,1.0,False,21.0
100.0,Trucks and Buses,121.0,Singapore,Medium,2004.0,6.0,1.0,False,41.0
100.0,Trucks and Buses,121.0,Australia,Medium,2004.0,7.0,0.0,False,38.0
99.29,Trucks and Buses,121.0,USA,Small,2004.0,8.0,3.0,False,25.0
100.0,Trucks and Buses,121.0,Sweden,Medium,2004.0,9.0,2.0,False,48.0
99.29,Trucks and Buses,121.0,USA,Small,2004.0,10.0,2.0,False,22.0
100.0,Trucks and Buses,121.0,Canada,Small,2004.0,10.0,4.0,False,28.0
100.0,Trucks and Buses,121.0,Germany,Medium,2004.0,11.0,4.0,False,47.0
100.0,Trucks and Buses,121.0,Sweden,Medium,2004.0,11.0,4.0,False,49.0
100.0,Trucks and Buses,121.0,Australia,Medium,2004.0,11.0,0.0,False,45.0
100.0,Trucks and Buses,121.0,USA,Medium,2004.0,12.0,4.0,False,28.0
57.53,Trucks and Buses,121.0,Australia,Small,2005.0,1.0,3.0,False,29.0
100.0,Trucks and Buses,121.0,USA,Medium,2005.0,2.0,3.0,False,39.0
100.0,Trucks and Buses,121.0,Canada,Medium,2005.0,5.0,6.0,False,46.0
